,anaerobe_fraction,aerobe_fraction,facultative_fraction,anaerobe,aerobe,facultative,total,habitat,aerobe_anaerobe_ratio
68,0.38095238095238093,0.6190476190476191,0.0,8.0,13.0,0.0,21,Hydrothermal vent plume,1.6250000000000002
69,0.8585365853658536,0.0975609756097561,0.04390243902439024,176.0,20.0,9.0,205,Hypersaline lake sediment,0.11363636363636365
70,0.35294117647058826,0.5490196078431373,0.09803921568627451,18.0,28.0,5.0,51,Hypersaline mat,1.5555555555555556
71,1.0,0.0,0.0,11.0,0.0,0.0,11,Hypoxic/sulfidic aquatic,0.0
72,0.061224489795918366,0.8367346938775511,0.10204081632653061,3.0,41.0,5.0,49,Insecta,13.666666666666668
73,0.18115942028985507,0.6304347826086957,0.18840579710144928,25.0,87.0,26.0,138,Ionic liquid and high solid enriched,3.48
74,0.13636363636363635,0.8636363636363636,0.0,3.0,19.0,0.0,22,Iron-sulfur acid spring,6.333333333333334
75,0.3333333333333333,0.6666666666666666,0.0,5.0,10.0,0.0,15,Lake,2.0
76,0.8773234200743495,0.10037174721189591,0.022304832713754646,236.0,27.0,6.0,269,Landfill leachate,0.11440677966101695
77,0.4982909229016331,0.4436004557538929,0.05810862134447398,1312.0,1168.0,153.0,2633,Marine,0.8902439024390244
78,1.0,0.0,0.0,48.0,0.0,0.0,48,Marine hydrothermal vent,0.0
79,0.64375,0.33125,0.025,206.0,106.0,8.0,320,Marine sediment,0.5145631067961165
80,0.47058823529411764,0.5294117647058824,0.0,8.0,9.0,0.0,17,Microbial mat on rocks,1.125
81,0.6363636363636364,0.2727272727272727,0.09090909090909091,7.0,3.0,1.0,11,Mine pit pond,0.42857142857142855
82,0.975,0.0,0.025,39.0,0.0,1.0,40,Mouse cecum,0.0
83,0.984375,0.015625,0.0,63.0,1.0,0.0,64,Mouse gut,0.015873015873015872
84,0.9166666666666666,0.0,0.08333333333333333,11.0,0.0,1.0,12,Panchlora sp. gut,0.0
85,0.9846153846153847,0.0,0.015384615384615385,64.0,0.0,1.0,65,Passalidae beetle gut ,0.0
86,0.7605633802816901,0.19718309859154928,0.04225352112676056,54.0,14.0,3.0,71,Peatland,0.25925925925925924
87,0.5555555555555556,0.3333333333333333,0.1111111111111111,10.0,6.0,2.0,18,Peatlands soil,0.6
88,0.4666666666666667,0.4666666666666667,0.06666666666666667,7.0,7.0,1.0,15,Permafrost,1.0
89,0.45454545454545453,0.45454545454545453,0.09090909090909091,5.0,5.0,1.0,11,Polar desert sand,1.0
90,0.7272727272727273,0.18181818181818182,0.09090909090909091,8.0,2.0,1.0,11,Pond soil,0.25
91,0.9375,0.0,0.0625,15.0,0.0,1.0,16,Rat cecum,0.0
92,0.16589861751152074,0.7880184331797235,0.04608294930875576,36.0,171.0,10.0,217,Rhizosphere,4.75
93,0.07407407407407407,0.8148148148148148,0.1111111111111111,4.0,44.0,6.0,54,Rice-straw enriched compost,11.0
94,1.0,0.0,0.0,606.0,0.0,0.0,606,Rumen,0.0
95,0.5918367346938775,0.3469387755102041,0.061224489795918366,29.0,17.0,3.0,49,Saline Lake,0.5862068965517241
96,0.5185185185185185,0.41975308641975306,0.06172839506172839,84.0,68.0,10.0,162,Saline lake,0.8095238095238095
97,0.8392857142857143,0.125,0.03571428571428571,47.0,7.0,2.0,56,Saline water,0.14893617021276595
98,0.7073170731707317,0.21951219512195122,0.07317073170731707,29.0,9.0,3.0,41,Saline water and sediment,0.3103448275862069
99,0.3765182186234818,0.5101214574898786,0.11336032388663968,93.0,126.0,28.0,247,Salt marsh,1.3548387096774195
100,0.5517241379310345,0.41810344827586204,0.03017241379310345,128.0,97.0,7.0,232,Seawater,0.7578125
101,0.8448979591836735,0.12244897959183673,0.0326530612244898,207.0,30.0,8.0,245,Sediment,0.14492753623188406
102,0.36585365853658536,0.5853658536585366,0.04878048780487805,30.0,48.0,4.0,82,Serpentinite rock and fluid,1.5999999999999999
103,0.7941176470588235,0.11764705882352941,0.08823529411764706,27.0,4.0,3.0,34,Sewage,0.14814814814814817
104,0.9795918367346939,0.02040816326530612,0.0,48.0,1.0,0.0,49,Sulfidic aquatic,0.020833333333333332
105,0.2153846153846154,0.7435897435897436,0.041025641025641026,42.0,145.0,8.0,195,Surface soil,3.452380952380952
106,0.9311740890688259,0.06072874493927125,0.008097165991902834,460.0,30.0,4.0,494,Switchgrass degrading,0.06521739130434782
107,0.65,0.35,0.0,26.0,14.0,0.0,40,Synthetic,0.5384615384615384
108,0.08333333333333333,0.8333333333333334,0.08333333333333333,1.0,10.0,1.0,12,Tabebuia heterophylla rhizosphere ,10.000000000000002
109,0.9341692789968652,0.0219435736677116,0.0438871473354232,298.0,7.0,14.0,319,Termite gut,0.02348993288590604
110,0.4166666666666667,0.5833333333333334,0.0,15.0,21.0,0.0,36,Terrestrial soil,1.4000000000000001
111,0.6296296296296297,0.18518518518518517,0.18518518518518517,17.0,5.0,5.0,27,Thermal spring,0.2941176470588235
112,0.9452054794520548,0.0319634703196347,0.0228310502283105,207.0,7.0,5.0,219,Wastewater,0.033816425120772944
113,0.8857142857142857,0.08571428571428572,0.02857142857142857,31.0,3.0,1.0,35,Wastewater bioreactor,0.09677419354838711
114,0.2631578947368421,0.6842105263157895,0.05263157894736842,20.0,52.0,4.0,76,Wastewater effluent,2.6
115,0.17204301075268819,0.6774193548387096,0.15053763440860216,32.0,126.0,28.0,186,Wastewater treatment,3.9374999999999996
116,0.9565217391304348,0.043478260869565216,0.0,22.0,1.0,0.0,23,Water,0.04545454545454545
117,0.45454545454545453,0.4,0.14545454545454545,25.0,22.0,8.0,55,Watersheds,0.8800000000000001
118,0.8333333333333334,0.1111111111111111,0.05555555555555555,15.0,2.0,1.0,18,aquifer solids,0.13333333333333333
119,0.6944444444444444,0.2777777777777778,0.027777777777777776,25.0,10.0,1.0,36,freshwater lake hypolimnion,0.4
120,0.953125,0.0234375,0.0234375,122.0,3.0,3.0,128,groundwater,0.02459016393442623
121,1.0,0.0,0.0,28.0,0.0,0.0,28,hydrothermal vent sediment,0.0
122,0.9714285714285714,0.02857142857142857,0.0,34.0,1.0,0.0,35,water,0.029411764705882353
