contig_size,prediction,contig_id
1000,anaerobe,GCF_000237085_10210
1000,facultative,GCF_000237085_10211
1000,anaerobe,GCF_000237085_10212
1000,anaerobe,GCF_000237085_10213
1000,anaerobe,GCF_000237085_10214
1000,anaerobe,GCF_000237085_10215
1000,anaerobe,GCF_000237085_10216
1000,anaerobe,GCF_000237085_10217
1000,anaerobe,GCF_000237085_10218
1000,anaerobe,GCF_000237085_10219
1000,anaerobe,GCF_000237085_1022
1000,anaerobe,GCF_000237085_10220
1000,anaerobe,GCF_000237085_10221
1000,anaerobe,GCF_000237085_10222
1000,anaerobe,GCF_000237085_10223
1000,anaerobe,GCF_000237085_10224
1000,anaerobe,GCF_000237085_10225
1000,anaerobe,GCF_000237085_10226
1000,anaerobe,GCF_000237085_10227
1000,anaerobe,GCF_000237085_10228
1000,anaerobe,GCF_000237085_10229
1000,anaerobe,GCF_000237085_1023
1000,anaerobe,GCF_000237085_10230
1000,anaerobe,GCF_000237085_10231
1000,aerobe,GCF_000237085_10232
1000,anaerobe,GCF_000237085_10233
1000,facultative,GCF_000237085_10234
1000,anaerobe,GCF_000237085_10235
1000,anaerobe,GCF_000237085_10236
1000,anaerobe,GCF_000237085_10237
1000,aerobe,GCF_000237085_10238
1000,aerobe,GCF_000237085_10239
1000,facultative,GCF_000237085_1024
1000,anaerobe,GCF_000237085_10240
1000,anaerobe,GCF_000237085_10241
1000,anaerobe,GCF_000237085_10242
1000,anaerobe,GCF_000237085_10243
1000,facultative,GCF_000237085_10244
1000,anaerobe,GCF_000237085_10245
1000,anaerobe,GCF_000237085_10246
1000,anaerobe,GCF_000237085_10247
1000,anaerobe,GCF_000237085_10248
1000,anaerobe,GCF_000237085_10249
1000,anaerobe,GCF_000237085_1025
1000,anaerobe,GCF_000237085_10250
1000,anaerobe,GCF_000237085_10251
1000,anaerobe,GCF_000237085_10252
1000,anaerobe,GCF_000237085_10253
1000,anaerobe,GCF_000237085_10254
1000,anaerobe,GCF_000237085_10255
1000,aerobe,GCF_000237085_10256
1000,anaerobe,GCF_000237085_10257
1000,anaerobe,GCF_000237085_10258
1000,anaerobe,GCF_000237085_10259
1000,anaerobe,GCF_000237085_1026
1000,anaerobe,GCF_000237085_10260
1000,anaerobe,GCF_000237085_10261
1000,anaerobe,GCF_000237085_10262
1000,anaerobe,GCF_000237085_10263
1000,anaerobe,GCF_000237085_10264
1000,anaerobe,GCF_000237085_10265
1000,anaerobe,GCF_000237085_10266
1000,anaerobe,GCF_000237085_10267
1000,anaerobe,GCF_000237085_10268
1000,anaerobe,GCF_000237085_10269
1000,anaerobe,GCF_000237085_1027
1000,anaerobe,GCF_000237085_10270
1000,anaerobe,GCF_000237085_10271
1000,anaerobe,GCF_000237085_10272
1000,anaerobe,GCF_000237085_10273
1000,anaerobe,GCF_000237085_10274
1000,anaerobe,GCF_000237085_10275
1000,aerobe,GCF_000237085_10276
1000,anaerobe,GCF_000237085_10277
1000,anaerobe,GCF_000237085_10278
1000,anaerobe,GCF_000237085_10279
1000,anaerobe,GCF_000237085_1028
1000,anaerobe,GCF_000237085_10280
1000,anaerobe,GCF_000237085_10281
1000,aerobe,GCF_000237085_10282
1000,anaerobe,GCF_000237085_10283
1000,facultative,GCF_000237085_10284
1000,anaerobe,GCF_000237085_10285
1000,anaerobe,GCF_000237085_10286
1000,anaerobe,GCF_000237085_10287
1000,anaerobe,GCF_000237085_10288
1000,facultative,GCF_000237085_10289
1000,facultative,GCF_000237085_1029
1000,facultative,GCF_000237085_10290
1000,anaerobe,GCF_000237085_10291
1000,anaerobe,GCF_000237085_10292
1000,anaerobe,GCF_000237085_10293
1000,anaerobe,GCF_000237085_10294
1000,anaerobe,GCF_000237085_10295
1000,anaerobe,GCF_000237085_10296
1000,anaerobe,GCF_000237085_10297
1000,anaerobe,GCF_000237085_10298
1000,facultative,GCF_000237085_10299
1000,anaerobe,GCF_000237085_103
1000,anaerobe,GCF_000237085_1030
1000,anaerobe,GCF_000237085_10300
1000,anaerobe,GCF_000237085_10301
1000,anaerobe,GCF_000237085_10302
1000,anaerobe,GCF_000237085_10303
1000,anaerobe,GCF_000237085_10304
1000,anaerobe,GCF_000237085_10305
1000,anaerobe,GCF_000237085_10306
1000,anaerobe,GCF_000237085_10307
1000,anaerobe,GCF_000237085_10308
1000,anaerobe,GCF_000237085_10309
1000,aerobe,GCF_000237085_1031
1000,anaerobe,GCF_000237085_10310
1000,aerobe,GCF_000237085_10311
1000,anaerobe,GCF_000237085_10312
1000,anaerobe,GCF_000237085_10313
1000,anaerobe,GCF_000237085_10314
1000,anaerobe,GCF_000237085_10315
1000,anaerobe,GCF_000237085_10316
1000,anaerobe,GCF_000237085_10317
1000,anaerobe,GCF_000237085_10318
1000,facultative,GCF_000237085_10319
1000,anaerobe,GCF_000237085_1032
1000,anaerobe,GCF_000237085_10320
1000,anaerobe,GCF_000237085_10321
1000,anaerobe,GCF_000237085_10322
1000,anaerobe,GCF_000237085_10323
1000,facultative,GCF_000237085_10324
1000,anaerobe,GCF_000237085_10325
1000,anaerobe,GCF_000237085_10326
1000,anaerobe,GCF_000237085_10327
1000,anaerobe,GCF_000237085_10328
1000,anaerobe,GCF_000237085_10329
1000,anaerobe,GCF_000237085_1033
1000,anaerobe,GCF_000237085_10330
1000,anaerobe,GCF_000237085_10331
1000,anaerobe,GCF_000237085_10332
1000,anaerobe,GCF_000237085_10333
1000,anaerobe,GCF_000237085_10334
1000,anaerobe,GCF_000237085_10335
1000,anaerobe,GCF_000237085_10336
1000,anaerobe,GCF_000237085_10337
1000,anaerobe,GCF_000237085_10338
1000,anaerobe,GCF_000237085_10339
1000,anaerobe,GCF_000237085_1034
1000,anaerobe,GCF_000237085_10340
1000,anaerobe,GCF_000237085_10341
1000,anaerobe,GCF_000237085_10342
1000,anaerobe,GCF_000237085_10343
1000,anaerobe,GCF_000237085_10344
1000,anaerobe,GCF_000237085_10345
1000,anaerobe,GCF_000237085_10346
1000,anaerobe,GCF_000237085_10347
1000,anaerobe,GCF_000237085_10348
1000,anaerobe,GCF_000237085_10349
1000,anaerobe,GCF_000237085_1035
1000,anaerobe,GCF_000237085_10350
1000,anaerobe,GCF_000237085_10351
1000,anaerobe,GCF_000237085_10352
1000,anaerobe,GCF_000237085_10353
1000,anaerobe,GCF_000237085_10354
1000,anaerobe,GCF_000237085_10355
1000,aerobe,GCF_000237085_10356
1000,anaerobe,GCF_000237085_10357
1000,anaerobe,GCF_000237085_10358
1000,facultative,GCF_000237085_10359
1000,anaerobe,GCF_000237085_1036
1000,anaerobe,GCF_000237085_10360
1000,anaerobe,GCF_000237085_10361
1000,anaerobe,GCF_000237085_10362
1000,anaerobe,GCF_000237085_10363
1000,anaerobe,GCF_000237085_10364
1000,anaerobe,GCF_000237085_10365
1000,anaerobe,GCF_000237085_10366
1000,anaerobe,GCF_000237085_10367
1000,anaerobe,GCF_000237085_10368
1000,anaerobe,GCF_000237085_10369
1000,anaerobe,GCF_000237085_1037
1000,anaerobe,GCF_000237085_10370
1000,anaerobe,GCF_000237085_10371
1000,anaerobe,GCF_000237085_10372
1000,anaerobe,GCF_000237085_10373
1000,anaerobe,GCF_000237085_10374
1000,anaerobe,GCF_000237085_10375
1000,anaerobe,GCF_000237085_10376
1000,anaerobe,GCF_000237085_10377
1000,anaerobe,GCF_000237085_10378
1000,anaerobe,GCF_000237085_10379
1000,aerobe,GCF_000237085_1038
1000,anaerobe,GCF_000237085_10380
1000,anaerobe,GCF_000237085_10381
1000,facultative,GCF_000237085_10382
1000,anaerobe,GCF_000237085_10383
1000,anaerobe,GCF_000237085_10384
1000,anaerobe,GCF_000237085_10385
1000,anaerobe,GCF_000237085_10386
1000,anaerobe,GCF_000237085_10387
1000,anaerobe,GCF_000237085_10388
1000,anaerobe,GCF_000237085_10389
1000,anaerobe,GCF_000237085_1039
1000,aerobe,GCF_000237085_10390
1000,anaerobe,GCF_000237085_10391
1000,anaerobe,GCF_000237085_10392
1000,anaerobe,GCF_000237085_10393
1000,anaerobe,GCF_000237085_10394
1000,anaerobe,GCF_000237085_10395
1000,anaerobe,GCF_000237085_10396
1000,anaerobe,GCF_000237085_10397
1000,facultative,GCF_000237085_10398
1000,anaerobe,GCF_000237085_10399
1000,anaerobe,GCF_000237085_104
1000,anaerobe,GCF_000237085_1040
1000,anaerobe,GCF_000237085_10400
1000,anaerobe,GCF_000237085_10401
1000,anaerobe,GCF_000237085_10402
1000,anaerobe,GCF_000237085_10403
1000,aerobe,GCF_000237085_10404
1000,anaerobe,GCF_000237085_10405
1000,aerobe,GCF_000237085_10406
1000,anaerobe,GCF_000237085_10407
1000,anaerobe,GCF_000237085_10408
1000,anaerobe,GCF_000237085_10409
1000,anaerobe,GCF_000237085_1041
1000,anaerobe,GCF_000237085_10410
1000,aerobe,GCF_000237085_10411
1000,anaerobe,GCF_000237085_10412
1000,anaerobe,GCF_000237085_10413
1000,anaerobe,GCF_000237085_10414
1000,anaerobe,GCF_000237085_10415
1000,anaerobe,GCF_000237085_10416
1000,anaerobe,GCF_000237085_10417
1000,aerobe,GCF_000237085_10418
1000,anaerobe,GCF_000237085_10419
1000,anaerobe,GCF_000237085_1042
1000,anaerobe,GCF_000237085_10420
1000,anaerobe,GCF_000237085_10421
1000,anaerobe,GCF_000237085_10422
1000,anaerobe,GCF_000237085_10423
1000,anaerobe,GCF_000237085_10424
1000,anaerobe,GCF_000237085_10425
1000,anaerobe,GCF_000237085_10426
1000,anaerobe,GCF_000237085_10427
1000,anaerobe,GCF_000237085_10428
1000,anaerobe,GCF_000237085_10429
1000,anaerobe,GCF_000237085_1043
1000,anaerobe,GCF_000237085_10430
1000,anaerobe,GCF_000237085_10431
1000,anaerobe,GCF_000237085_10432
1000,aerobe,GCF_000237085_10433
1000,aerobe,GCF_000237085_10434
1000,anaerobe,GCF_000237085_10435
1000,anaerobe,GCF_000237085_10436
1000,anaerobe,GCF_000237085_10437
1000,aerobe,GCF_000237085_10438
1000,anaerobe,GCF_000237085_10439
1000,anaerobe,GCF_000237085_1044
1000,anaerobe,GCF_000237085_10440
1000,anaerobe,GCF_000237085_10441
1000,anaerobe,GCF_000237085_10442
1000,anaerobe,GCF_000237085_10443
1000,anaerobe,GCF_000237085_10444
1000,anaerobe,GCF_000237085_10445
1000,anaerobe,GCF_000237085_10446
1000,anaerobe,GCF_000237085_10447
1000,facultative,GCF_000237085_10448
1000,anaerobe,GCF_000237085_10449
1000,anaerobe,GCF_000237085_1045
1000,anaerobe,GCF_000237085_10450
1000,anaerobe,GCF_000237085_10451
1000,anaerobe,GCF_000237085_10452
1000,anaerobe,GCF_000237085_10453
1000,anaerobe,GCF_000237085_10454
1000,anaerobe,GCF_000237085_10455
1000,anaerobe,GCF_000237085_10456
1000,anaerobe,GCF_000237085_10457
1000,anaerobe,GCF_000237085_10458
1000,anaerobe,GCF_000237085_10459
1000,anaerobe,GCF_000237085_1046
1000,anaerobe,GCF_000237085_10460
1000,anaerobe,GCF_000237085_10461
1000,anaerobe,GCF_000237085_10462
1000,anaerobe,GCF_000237085_10463
1000,anaerobe,GCF_000237085_10464
1000,anaerobe,GCF_000237085_10465
1000,anaerobe,GCF_000237085_10466
1000,anaerobe,GCF_000237085_10467
1000,anaerobe,GCF_000237085_10468
1000,anaerobe,GCF_000237085_10469
1000,anaerobe,GCF_000237085_1047
1000,anaerobe,GCF_000237085_10470
1000,anaerobe,GCF_000237085_10471
1000,anaerobe,GCF_000237085_10472
1000,aerobe,GCF_000237085_10473
1000,anaerobe,GCF_000237085_10474
1000,anaerobe,GCF_000237085_10475
1000,aerobe,GCF_000237085_10476
1000,anaerobe,GCF_000237085_10477
1000,anaerobe,GCF_000237085_10478
1000,anaerobe,GCF_000237085_10479
1000,anaerobe,GCF_000237085_1048
1000,anaerobe,GCF_000237085_10480
1000,anaerobe,GCF_000237085_10481
1000,anaerobe,GCF_000237085_10482
1000,anaerobe,GCF_000237085_10483
1000,anaerobe,GCF_000237085_10484
1000,anaerobe,GCF_000237085_10485
1000,anaerobe,GCF_000237085_10486
1000,anaerobe,GCF_000237085_10487
1000,anaerobe,GCF_000237085_10488
1000,anaerobe,GCF_000237085_10489
1000,anaerobe,GCF_000237085_1049
1000,anaerobe,GCF_000237085_10490
1000,anaerobe,GCF_000237085_10491
1000,anaerobe,GCF_000237085_10492
1000,anaerobe,GCF_000237085_10493
1000,anaerobe,GCF_000237085_10494
1000,anaerobe,GCF_000237085_10495
1000,anaerobe,GCF_000237085_10496
1000,facultative,GCF_000237085_10497
1000,anaerobe,GCF_000237085_10498
1000,anaerobe,GCF_000237085_10499
1000,anaerobe,GCF_000237085_105
1000,anaerobe,GCF_000237085_1050
1000,anaerobe,GCF_000237085_10500
1000,anaerobe,GCF_000237085_10501
1000,anaerobe,GCF_000237085_10502
1000,anaerobe,GCF_000237085_10503
1000,anaerobe,GCF_000237085_10504
1000,anaerobe,GCF_000237085_10505
1000,anaerobe,GCF_000237085_10506
1000,anaerobe,GCF_000237085_10507
1000,anaerobe,GCF_000237085_10508
1000,anaerobe,GCF_000237085_10509
1000,anaerobe,GCF_000237085_1051
1000,anaerobe,GCF_000237085_10510
1000,anaerobe,GCF_000237085_10511
1000,anaerobe,GCF_000237085_10512
1000,anaerobe,GCF_000237085_10513
1000,anaerobe,GCF_000237085_10514
1000,anaerobe,GCF_000237085_10515
1000,anaerobe,GCF_000237085_10516
1000,anaerobe,GCF_000237085_10517
1000,anaerobe,GCF_000237085_10518
1000,facultative,GCF_000237085_10519
1000,anaerobe,GCF_000237085_1052
1000,anaerobe,GCF_000237085_10520
1000,aerobe,GCF_000237085_10521
1000,anaerobe,GCF_000237085_10522
1000,anaerobe,GCF_000237085_10523
1000,anaerobe,GCF_000237085_10524
1000,anaerobe,GCF_000237085_10525
1000,aerobe,GCF_000237085_10526
1000,aerobe,GCF_000237085_10527
1000,anaerobe,GCF_000237085_10528
1000,anaerobe,GCF_000237085_10529
1000,anaerobe,GCF_000237085_1053
1000,anaerobe,GCF_000237085_10530
1000,anaerobe,GCF_000237085_10531
1000,anaerobe,GCF_000237085_10532
1000,anaerobe,GCF_000237085_10533
1000,anaerobe,GCF_000237085_10534
1000,anaerobe,GCF_000237085_10535
1000,anaerobe,GCF_000237085_10536
1000,anaerobe,GCF_000237085_10537
1000,anaerobe,GCF_000237085_10538
1000,anaerobe,GCF_000237085_10539
1000,anaerobe,GCF_000237085_1054
1000,anaerobe,GCF_000237085_10540
1000,anaerobe,GCF_000237085_10541
1000,anaerobe,GCF_000237085_10542
1000,facultative,GCF_000237085_10543
1000,anaerobe,GCF_000237085_10544
1000,anaerobe,GCF_000237085_10545
1000,anaerobe,GCF_000237085_10546
1000,facultative,GCF_000237085_10547
1000,facultative,GCF_000237085_10548
1000,anaerobe,GCF_000237085_10549
1000,facultative,GCF_000237085_1055
1000,anaerobe,GCF_000237085_10550
1000,anaerobe,GCF_000237085_10551
1000,anaerobe,GCF_000237085_10552
1000,anaerobe,GCF_000237085_10553
1000,aerobe,GCF_000237085_10554
1000,anaerobe,GCF_000237085_10555
1000,anaerobe,GCF_000237085_10556
1000,anaerobe,GCF_000237085_10557
1000,anaerobe,GCF_000237085_10558
1000,anaerobe,GCF_000237085_10559
1000,anaerobe,GCF_000237085_1056
1000,anaerobe,GCF_000237085_10560
1000,anaerobe,GCF_000237085_10561
1000,anaerobe,GCF_000237085_10562
1000,anaerobe,GCF_000237085_10563
1000,anaerobe,GCF_000237085_10564
1000,anaerobe,GCF_000237085_10565
1000,anaerobe,GCF_000237085_10566
1000,anaerobe,GCF_000237085_10567
1000,anaerobe,GCF_000237085_10568
1000,anaerobe,GCF_000237085_10569
1000,anaerobe,GCF_000237085_1057
1000,anaerobe,GCF_000237085_10570
1000,anaerobe,GCF_000237085_10571
1000,anaerobe,GCF_000237085_10572
1000,anaerobe,GCF_000237085_10573
1000,anaerobe,GCF_000237085_10574
1000,anaerobe,GCF_000237085_10575
1000,anaerobe,GCF_000237085_10576
1000,anaerobe,GCF_000237085_10577
1000,anaerobe,GCF_000237085_10578
1000,anaerobe,GCF_000237085_10579
1000,anaerobe,GCF_000237085_1058
1000,anaerobe,GCF_000237085_10580
1000,anaerobe,GCF_000237085_10581
1000,anaerobe,GCF_000237085_10582
1000,anaerobe,GCF_000237085_10583
1000,anaerobe,GCF_000237085_10584
1000,anaerobe,GCF_000237085_10585
1000,facultative,GCF_000237085_10586
1000,anaerobe,GCF_000237085_10587
1000,anaerobe,GCF_000237085_10588
1000,anaerobe,GCF_000237085_10589
1000,anaerobe,GCF_000237085_1059
1000,aerobe,GCF_000237085_10590
1000,anaerobe,GCF_000237085_10591
1000,anaerobe,GCF_000237085_10592
1000,facultative,GCF_000237085_10593
1000,anaerobe,GCF_000237085_10594
1000,anaerobe,GCF_000237085_10595
1000,anaerobe,GCF_000237085_10596
1000,anaerobe,GCF_000237085_10597
1000,anaerobe,GCF_000237085_10598
1000,anaerobe,GCF_000237085_10599
1000,anaerobe,GCF_000237085_106
1000,anaerobe,GCF_000237085_1060
1000,anaerobe,GCF_000237085_10600
1000,anaerobe,GCF_000237085_10601
1000,anaerobe,GCF_000237085_10602
1000,anaerobe,GCF_000237085_10603
1000,anaerobe,GCF_000237085_10604
1000,anaerobe,GCF_000237085_10605
1000,anaerobe,GCF_000237085_10606
1000,anaerobe,GCF_000237085_10607
1000,anaerobe,GCF_000237085_10608
1000,anaerobe,GCF_000237085_10609
1000,anaerobe,GCF_000237085_1061
1000,anaerobe,GCF_000237085_10610
1000,anaerobe,GCF_000237085_10611
1000,anaerobe,GCF_000237085_10612
1000,anaerobe,GCF_000237085_10613
1000,anaerobe,GCF_000237085_10614
1000,anaerobe,GCF_000237085_10615
1000,anaerobe,GCF_000237085_10616
1000,anaerobe,GCF_000237085_10617
1000,anaerobe,GCF_000237085_10618
1000,anaerobe,GCF_000237085_10619
1000,anaerobe,GCF_000237085_1062
1000,anaerobe,GCF_000237085_10620
1000,anaerobe,GCF_000237085_10621
1000,anaerobe,GCF_000237085_10622
1000,anaerobe,GCF_000237085_10623
1000,anaerobe,GCF_000237085_10624
1000,anaerobe,GCF_000237085_10625
1000,anaerobe,GCF_000237085_10626
1000,anaerobe,GCF_000237085_10627
1000,anaerobe,GCF_000237085_10628
1000,anaerobe,GCF_000237085_10629
1000,aerobe,GCF_000237085_1063
1000,anaerobe,GCF_000237085_10630
1000,anaerobe,GCF_000237085_10631
