,anaerobe_fraction,aerobe_fraction,facultative_fraction,anaerobe,aerobe,facultative,total,habitat,aerobe_anaerobe_ratio
27,0.0,0.9493670886075949,0.05063291139240506,0.0,75.0,4.0,79,Bulk soil,inf
28,0.24,0.6,0.16,6.0,15.0,4.0,25,Cellulose-adapted,2.5
29,0.0,0.9230769230769231,0.07692307692307693,0.0,12.0,1.0,13,Cnidaria,inf
30,0.06153846153846154,0.8615384615384616,0.07692307692307693,4.0,56.0,5.0,65,Compost,14.0
31,0.0,0.9411764705882353,0.058823529411764705,0.0,32.0,2.0,34,Contaminated culture,inf
32,0.0,0.9166666666666666,0.08333333333333333,0.0,22.0,2.0,24,Cyanobacterial,inf
33,0.046153846153846156,0.8923076923076924,0.06153846153846154,3.0,58.0,4.0,65,Deep ocean,19.333333333333332
34,0.9137931034482759,0.06896551724137931,0.017241379310344827,53.0,4.0,1.0,58,"Deep oceanic, basalt-hosted subsurface hydrothermal fluid",0.07547169811320754
35,0.46218487394957986,0.49019607843137253,0.047619047619047616,165.0,175.0,17.0,357,Deep subsurface,1.0606060606060606
36,0.696969696969697,0.18181818181818182,0.12121212121212122,23.0,6.0,4.0,33,Deep subsurface aquifer,0.2608695652173913
37,0.9701492537313433,0.0,0.029850746268656716,65.0,0.0,2.0,67,Defined medium,0.0
38,0.0,1.0,0.0,0.0,12.0,0.0,12,Delisea pulchra,inf
39,0.8913043478260869,0.06521739130434782,0.043478260869565216,123.0,9.0,6.0,138,Enrichment culture,0.07317073170731707
40,0.09090909090909091,0.9090909090909091,0.0,2.0,20.0,0.0,22,Estuarine,10.0
41,0.23333333333333334,0.6666666666666666,0.1,7.0,20.0,3.0,30,Feedstock adapted compost,2.8571428571428568
42,0.9215686274509803,0.0196078431372549,0.058823529411764705,47.0,1.0,3.0,51,Fermentation pit mud,0.02127659574468085
43,0.6666666666666666,0.06666666666666667,0.26666666666666666,10.0,1.0,4.0,15,Ferrous microbial mat,0.1
44,0.6842105263157895,0.0,0.3157894736842105,13.0,0.0,6.0,19,Ferrous microbial mat and aquatic,0.0
45,0.45454545454545453,0.09090909090909091,0.45454545454545453,10.0,2.0,10.0,22,Fracture fluid,0.2
46,0.244136460554371,0.6336176261549396,0.12224591329068941,687.0,1783.0,344.0,2814,Freshwater,2.5953420669577874
47,0.07692307692307693,0.8846153846153846,0.038461538461538464,2.0,23.0,1.0,26,Freshwater and sediment,11.499999999999998
48,0.038461538461538464,0.8653846153846154,0.09615384615384616,16.0,360.0,40.0,416,Freshwater lake,22.5
49,0.7727272727272727,0.14545454545454545,0.08181818181818182,85.0,16.0,9.0,110,Freshwater lake sediment,0.18823529411764706
50,0.1935483870967742,0.7096774193548387,0.0967741935483871,6.0,22.0,3.0,31,Freshwater lentic,3.666666666666667
51,0.10344827586206896,0.7198275862068966,0.17672413793103448,24.0,167.0,41.0,232,Freshwater microbial mat,6.958333333333334
52,0.08771929824561403,0.8245614035087719,0.08771929824561403,5.0,47.0,5.0,57,Freshwater to marine saline gradient,9.4
53,0.0,1.0,0.0,0.0,79.0,0.0,79,Glacier forefield soil,inf
54,0.1978021978021978,0.6703296703296703,0.13186813186813187,18.0,61.0,12.0,91,Glacier valley,3.388888888888889
55,1.0,0.0,0.0,21.0,0.0,0.0,21,Granular sludge,0.0
56,0.5178997613365155,0.29832935560859186,0.18377088305489261,217.0,125.0,77.0,419,Groundwater,0.576036866359447
57,1.0,0.0,0.0,33.0,0.0,0.0,33,Hoatzin crop,0.0
58,0.8578431372549019,0.10980392156862745,0.03235294117647059,875.0,112.0,33.0,1020,Host-associated,0.128
59,0.8913043478260869,0.08695652173913043,0.021739130434782608,82.0,8.0,2.0,92,Hot Spring,0.0975609756097561
60,0.8061889250814332,0.10097719869706841,0.09283387622149837,495.0,62.0,57.0,614,Hot spring,0.12525252525252525
61,0.765625,0.078125,0.15625,49.0,5.0,10.0,64,Hot spring microbial mat,0.10204081632653061
62,0.46502057613168724,0.4156378600823045,0.11934156378600823,113.0,101.0,29.0,243,Hot spring sediment,0.8938053097345133
63,0.76,0.2,0.04,19.0,5.0,1.0,25,Hot springs sediment,0.2631578947368421
64,0.7527593818984547,0.10335139474212322,0.14388922335942203,3751.0,515.0,717.0,4983,Human associated,0.1372967208744335
65,0.8089887640449438,0.0898876404494382,0.10112359550561797,72.0,8.0,9.0,89,Hydrocarbon resource environments,0.1111111111111111
66,0.6368421052631579,0.2789473684210526,0.08421052631578947,121.0,53.0,16.0,190,Hydrothermal vent,0.4380165289256198
67,1.0,0.0,0.0,29.0,0.0,0.0,29,Hydrothermal vent microbial mat,0.0
68,0.09523809523809523,0.9047619047619048,0.0,2.0,19.0,0.0,21,Hydrothermal vent plume,9.5
69,0.775609756097561,0.16097560975609757,0.06341463414634146,159.0,33.0,13.0,205,Hypersaline lake sediment,0.20754716981132076
70,0.21568627450980393,0.7058823529411765,0.0784313725490196,11.0,36.0,4.0,51,Hypersaline mat,3.272727272727273
71,0.6363636363636364,0.09090909090909091,0.2727272727272727,7.0,1.0,3.0,11,Hypoxic/sulfidic aquatic,0.14285714285714288
72,0.0,0.8571428571428571,0.14285714285714285,0.0,42.0,7.0,49,Insecta,inf
73,0.07246376811594203,0.782608695652174,0.14492753623188406,10.0,108.0,20.0,138,Ionic liquid and high solid enriched,10.8
74,0.0,1.0,0.0,0.0,22.0,0.0,22,Iron-sulfur acid spring,inf
75,0.0,0.8,0.2,0.0,12.0,3.0,15,Lake,inf
76,0.7063197026022305,0.1970260223048327,0.09665427509293681,190.0,53.0,26.0,269,Landfill leachate,0.2789473684210526
77,0.09912647170527915,0.8249145461450816,0.0759589821496392,261.0,2172.0,200.0,2633,Marine,8.32183908045977
78,1.0,0.0,0.0,48.0,0.0,0.0,48,Marine hydrothermal vent,0.0
79,0.621875,0.33125,0.046875,199.0,106.0,15.0,320,Marine sediment,0.5326633165829145
80,0.5294117647058824,0.4117647058823529,0.058823529411764705,9.0,7.0,1.0,17,Microbial mat on rocks,0.7777777777777777
81,0.09090909090909091,0.8181818181818182,0.09090909090909091,1.0,9.0,1.0,11,Mine pit pond,9.0
82,0.975,0.0,0.025,39.0,0.0,1.0,40,Mouse cecum,0.0
83,0.984375,0.0,0.015625,63.0,0.0,1.0,64,Mouse gut,0.0
84,0.75,0.16666666666666666,0.08333333333333333,9.0,2.0,1.0,12,Panchlora sp. gut,0.2222222222222222
85,0.9538461538461539,0.015384615384615385,0.03076923076923077,62.0,1.0,2.0,65,Passalidae beetle gut ,0.016129032258064516
86,0.5774647887323944,0.36619718309859156,0.056338028169014086,41.0,26.0,4.0,71,Peatland,0.6341463414634146
87,0.2222222222222222,0.7222222222222222,0.05555555555555555,4.0,13.0,1.0,18,Peatlands soil,3.25
88,0.0,0.8666666666666667,0.13333333333333333,0.0,13.0,2.0,15,Permafrost,inf
89,0.09090909090909091,0.8181818181818182,0.09090909090909091,1.0,9.0,1.0,11,Polar desert sand,9.0
90,0.7272727272727273,0.2727272727272727,0.0,8.0,3.0,0.0,11,Pond soil,0.37499999999999994
91,0.9375,0.0,0.0625,15.0,0.0,1.0,16,Rat cecum,0.0
92,0.0,0.8294930875576036,0.17050691244239632,0.0,180.0,37.0,217,Rhizosphere,inf
93,0.018518518518518517,0.8518518518518519,0.12962962962962962,1.0,46.0,7.0,54,Rice-straw enriched compost,46.0
94,1.0,0.0,0.0,606.0,0.0,0.0,606,Rumen,0.0
95,0.4897959183673469,0.3877551020408163,0.12244897959183673,24.0,19.0,6.0,49,Saline Lake,0.7916666666666666
96,0.2962962962962963,0.5493827160493827,0.15432098765432098,48.0,89.0,25.0,162,Saline lake,1.8541666666666667
97,0.7142857142857143,0.21428571428571427,0.07142857142857142,40.0,12.0,4.0,56,Saline water,0.3
98,0.4878048780487805,0.4146341463414634,0.0975609756097561,20.0,17.0,4.0,41,Saline water and sediment,0.85
99,0.032388663967611336,0.9473684210526315,0.020242914979757085,8.0,234.0,5.0,247,Salt marsh,29.249999999999996
100,0.21120689655172414,0.7456896551724138,0.04310344827586207,49.0,173.0,10.0,232,Seawater,3.5306122448979593
101,0.8244897959183674,0.11836734693877551,0.05714285714285714,202.0,29.0,14.0,245,Sediment,0.14356435643564358
102,0.25609756097560976,0.6707317073170732,0.07317073170731707,21.0,55.0,6.0,82,Serpentinite rock and fluid,2.619047619047619
103,0.8529411764705882,0.058823529411764705,0.08823529411764706,29.0,2.0,3.0,34,Sewage,0.06896551724137931
104,0.9387755102040817,0.02040816326530612,0.04081632653061224,46.0,1.0,2.0,49,Sulfidic aquatic,0.021739130434782605
105,0.08717948717948718,0.8666666666666667,0.046153846153846156,17.0,169.0,9.0,195,Surface soil,9.941176470588236
106,0.9453441295546559,0.0465587044534413,0.008097165991902834,467.0,23.0,4.0,494,Switchgrass degrading,0.049250535331905786
107,0.575,0.3,0.125,23.0,12.0,5.0,40,Synthetic,0.5217391304347826
108,0.0,0.9166666666666666,0.08333333333333333,0.0,11.0,1.0,12,Tabebuia heterophylla rhizosphere ,inf
109,0.8307210031347962,0.11912225705329153,0.050156739811912224,265.0,38.0,16.0,319,Termite gut,0.14339622641509434
110,0.1388888888888889,0.8333333333333334,0.027777777777777776,5.0,30.0,1.0,36,Terrestrial soil,6.0
111,0.7777777777777778,0.14814814814814814,0.07407407407407407,21.0,4.0,2.0,27,Thermal spring,0.19047619047619047
112,0.8356164383561644,0.0639269406392694,0.1004566210045662,183.0,14.0,22.0,219,Wastewater,0.07650273224043716
113,0.8571428571428571,0.08571428571428572,0.05714285714285714,30.0,3.0,2.0,35,Wastewater bioreactor,0.1
114,0.05263157894736842,0.8947368421052632,0.05263157894736842,4.0,68.0,4.0,76,Wastewater effluent,17.0
115,0.06451612903225806,0.7956989247311828,0.13978494623655913,12.0,148.0,26.0,186,Wastewater treatment,12.333333333333334
116,0.9130434782608695,0.08695652173913043,0.0,21.0,2.0,0.0,23,Water,0.09523809523809525
117,0.32727272727272727,0.5454545454545454,0.12727272727272726,18.0,30.0,7.0,55,Watersheds,1.6666666666666665
118,0.7777777777777778,0.1111111111111111,0.1111111111111111,14.0,2.0,2.0,18,aquifer solids,0.14285714285714285
119,0.5277777777777778,0.3611111111111111,0.1111111111111111,19.0,13.0,4.0,36,freshwater lake hypolimnion,0.6842105263157895
120,0.6953125,0.1328125,0.171875,89.0,17.0,22.0,128,groundwater,0.19101123595505617
121,1.0,0.0,0.0,28.0,0.0,0.0,28,hydrothermal vent sediment,0.0
122,0.9714285714285714,0.02857142857142857,0.0,34.0,1.0,0.0,35,water,0.029411764705882353
